Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202000000444;19;6;2020;20:50;1;58;58194;2;1;1;3;TAILLES;47,0010000;3,1622000
202000000447;23;6;2020;13:20;1;56;56107;2;1;1;3;BD ANTOINE LAVOISIER;47,7229800; -3,3909200
202000000472;17;10;2020;02:40;5;76;76351;2;1;1;1;FRISSARD (QUAI);49,4908100;0,1291900
202000000474;17;10;2020;13:25;1;71;71270;2;6;1;3;SAONE (CARREFOUR DE);46,3093916;4,8374930
202000000481;16;10;2020;19:40;5;63;63113;1;6;8;-1;CHARTOIRE (BD LOUIS);45,7981400;3,1467600
202000000490;19;10;2020;18:00;1;44;44109;2;1;1;3;BOULEVARD BENONI GOULLIN;47,2015300; -1,5540000
202000000498;19;10;2020;21:10;5;33;33063;2;9;1;6;ALL DE LOS ANGELES;44,8449000; -0,5749600
202000000501;18;10;2020;15:30;1;31;31555;2;1;1;3;RUE LOUBIAGUE;43,6317500;1,4495600
202000000523;19;10;2020;13:00;1;75;75114;2;1;1;3;BOULEVARD JOURDAN;48,8198200;2,3407250
202000000526;19;10;2020;19:35;5;75;75111;2;2;1;3;BOULEVARD VOLTAIRE;48,8637650;2,3701090
202000000528;19;10;2020;09:55;1;75;75109;2;4;1;3;RUE DU FAUBOURG POISSONNIERE;48,8831930;2,3498770
202000000553;19;10;2020;15:32;1;68;68300;2;6;1;3;D422;47,7849820;7,3677360
202000000563;16;10;2020;17:30;1;34;34036;1;1;1;3;D609;43,6793870;3,3959770
202000000569;15;9;2020;08:00;2;60;60067;2;1;7;3;Rue de CrÃ©py;49,2949960;2,8149870
202000000603;18;10;2020;10:05;1;72;72181;2;1;1;6;EVENTAIL RUE DE L' NÂ° PAIRS 198 ET >;48,0050800;0,2290500
202000000607;26;8;2020;08:30;1;13;13069;1;6;1;3;RD572 / RD15;43,6262130;5,1505060
202000000622;5;8;2020;08:05;1;38;38317;2;1;1;6;Cours Saint AndrÃ©;45,1319440;5,6999350
202000000623;13;8;2020;00:30;3;17;17019;2;1;1;1;Rue de Mouillebarbe;46,2100340; -1,5128250
202000000624;24;8;2020;10:30;1;40;40184;2;2;1;3;Rue Chambrelent;44,2070890; -1,2952760
202000000643;24;8;2020;12:10;1;69;69387;2;9;1;6;RENAN                               (R );45,7483100;4,8418900
202000000661;21;8;2020;22:10;5;67;67365;1;3;1;3;ETTORE BUGATTI (RUE);48,5435700;7,6973600
202000000664;21;8;2020;23:45;5;66;66136;2;2;1;3;PERVENCHES (AVENUE DES);42,7017500;2,9045700
202000000672;22;8;2020;19:40;1;54;54339;2;1;1;6;LION D'OR (RUE DU);48,7090950;6,1809909
202000000688;24;8;2020;08:20;1;25;25056;2;3;1;1;18 Route de Tressandans;47,2535130;6,0294710
202000000690;15;8;2020;09:30;1;22;22215;1;1;1;1;POMMERAIE (RUE DE LA);48,4989600; -2,8197600
202000000703;24;8;2020;18:15;1;75;75119;2;1;1;1;BOULEVARD SERURIER;48,8785350;2,4025410
202000000706;23;8;2020;23:20;5;75;75116;2;3;1;3;AVENUE DU PRESIDENT KENNEDY;48,8579240;2,2879310
202000000712;24;8;2020;18:30;1;75;75101;2;7;1;1;RUE DE RIVOLI;48,8637250;2,3320440
202000000716;24;8;2020;16:30;1;94;94016;2;1;1;3;CAMILLE DESMOULINS (R);48,7947000;2,3348000
202000000746;25;8;2020;08:25;1;65;65439;2;1;1;6;D27;43,3174660; -0,0095380
202000000765;17;12;2020;17:25;2;93;93055;2;1;1;3;CARTIER BRESSON DU 41/93.46/100;48,9013125;2,4022089
202000000773;6;11;2020;17:05;2;93;93055;2;6;1;3;JEAN LOLIVE (AVENUE)(137/FIN ET 134/FIN);48,8954189;2,4257724
202000000776;3;11;2020;07:35;2;93;93055;2;3;1;3;Rue Rouget de Lisle;48,8898199;2,4100272
202000000784;10;10;2020;09:15;1;93;93055;2;3;1;3;VICTOR HUGO (65/FIN . 62/FIN);48,8934482;2,4112119
202000000833;21;10;2020;06:55;1;973;97302;2;1;1;3;MADELEINE (ROUTE DE LA);4,9259663; -52,3242760
202000000859;28;6;2020;09:00;1;85;85074;2;1;1;-1;;46,5249500; -1,2626200
202000000883;1;7;2020;00:05;5;75;75110;2;1;1;3;BOULEVARD DE STRASBOURG;48,8696440;2,3544300
202000000916;1;12;2020;14:50;1;75;75120;2;3;1;2;RUE DES PYRENEES;48,8581180;2,4033760
202000000918;1;12;2020;17:15;5;75;75119;2;1;8;7;BOULEVARD D ALGERIE;48,8821460;2,4005040
202000000920;1;12;2020;06:55;5;75;75119;2;1;1;3;RUE CLAVEL;48,8745550;2,3850850
202000000926;1;12;2020;11:19;1;75;75107;2;2;1;3;AVENUE DU MARECHAL GALLIENI;48,8610440;2,3132520
202000000951;23;10;2020;07:45;3;80;80521;1;1;5;4;D146;49,9829630;2,8509670
202000000954;28;11;2020;10:45;1;25;25527;2;1;1;1;916 Chemin du Moulin de BÃ©nusse;47,1885060;5,8543070
202000000998;30;11;2020;17:15;2;75;75116;2;7;1;3;PLACE DU TROCADERO ET DU 11 NOVEMBRE;48,8629840;2,2879010
202000001004;30;11;2020;18:38;5;75;75108;2;1;1;3;RUE SAINT LAZARE;48,8754160;2,3254150
202000001008;30;11;2020;18:30;5;94;94041;2;1;1;3;HOCHE (R);48,8120600;2,3716700
202000001024;28;11;2020;16:15;1;89;89419;2;1;1;2;32 Boulevard Pierre Larousse;47,7342250;3,2978100
202000001030;28;11;2020;10:20;1;72;72172;2;1;7;3;33 Rue des Vignes;48,0694380;0,5876180
202000001072;6;3;2020;07:30;2;45;45234;2;6;7;3;Rue du NÃ©cotin - Rue des Prateaux;47,9277000;1,9377300
202000001077;6;3;2020;16:29;1;35;35238;2;1;2;7;VILLEBOIS MAREUIL (BD);48,1099800; -1,6550700
202000001078;6;3;2020;07:55;1;35;35238;2;1;2;3;DONZELOT (AVENUE PIERRE);48,1233800; -1,6395800
202000001081;6;3;2020;01:45;5;35;35238;2;1;1;2;GUEHENNO (JEAN);48,1182300; -1,6709000
202000001097;6;3;2020;09:22;1;14;14167;2;1;1;2;WILKIN (RUE DES FRERES);49,2059600; -0,2991400
202000001109;5;3;2020;20:45;5;75;75106;2;1;2;3;RUE DES SAINTS PERES;48,8540310;2,3301890
202000001112;5;3;2020;13:45;1;75;75120;2;1;8;3;RUE HAXO;48,8747390;2,4030730
202000001124;6;3;2020;09:00;1;75;75110;2;3;1;-1;RUE DES PETITES ECURIES;48,8733964;2,3526469
202000001135;3;3;2020;11:35;1;94;94058;2;1;1;5;ALSACE LORRAINE (BD D);48,8500000;2,5000000
202000001161;3;3;2020;13:30;1;74;74256;2;2;1;3;7 Rue Saint Joseph;45,9372710;6,6271090
202000001192;6;3;2020;10:00;1;24;24194;2;9;1;3;Croisement D936 / D4;44,8370170;0,3328730
202000001212;7;3;2020;15:30;1;69;69094;2;6;1;2;5 Avenue Benoit Launay;45,7411380;4,6909890
202000001216;6;3;2020;16:00;1;14;14762;2;3;1;3;La Papillonniere;48,8696480; -0,8687350
202000001280;22;5;2020;11:30;1;05;05004;1;1;1;7;Route de Saint-Leger (Pont);44,6317760;6,2054780
202000001284;22;5;2020;10:00;1;85;85127;1;1;1;7;Longeville-sur-Mer;46,4342400; -1,5044900
202000001285;21;5;2020;19:15;1;87;87154;1;2;7;3;Perissat les Essarts;45,9129480;0,8998810
202000001300;20;5;2020;10:10;1;56;56176;1;1;1;7;24 Rue de Santenoz;47,6805660; -2,9353780
202000001313;20;5;2020;17:59;1;69;69386;2;9;1;2;CHARLES DE GAULLE                   (QU);45,7781855;4,8445338
202000001314;20;5;2020;11:20;1;69;69386;2;1;1;7;VENDOME                             (R );45,7690510;4,8449723
202000001329;19;5;2020;18:55;1;88;88209;2;2;1;4;DOMEVRE (RUE DE);48,1944000;6,4194000
202000001335;19;5;2020;14:25;1;80;80021;2;1;1;-1;ALEXANDRE DUMAS (RUE);49,8734200;2,2904500
202000001341;19;5;2020;17:25;1;71;71306;2;2;1;3;Rue de Charolles;46,6594159;4,3591556
202000001348;19;5;2020;17:00;1;67;67482;2;1;1;2;BEULENWOERTH (CHEMIN DU);48,5975038;7,7907637
202000001354;7;5;2020;10:40;1;62;62160;2;6;1;3;DAUNOU (Bld);50,7182042;1,6120237
202000001356;20;5;2020;12:40;1;59;59350;2;5;1;3;PAINLEVE PAUL BOULEVARD;50,6240540;3,0805970
202000001358;19;5;2020;19:30;1;54;54395;2;3;1;3;FONTENOY (RUE DE);48,7058300;6,1734000
202000001362;19;5;2020;15:10;1;49;49328;2;1;1;3;ANGERS (ROUTE D') D 952;47,2700700; -0,0750900
202000001373;20;5;2020;11:55;1;35;35238;2;3;1;3;MARBAUDAIS (DE LA);48,1265900; -1,6627700
202000001377;20;5;2020;17:00;1;33;33013;2;1;1;3;121 AVE DE L'EGLISE ROMANE;44,8566600; -0,4910900
202000001378;20;5;2020;10:20;1;33;33318;2;2;1;1;AVE DU DOCTEUR NANCEL PENARD / AVE ROGER COHE / AVE ROGER COHE;44,8091000; -0,6328400
202000001380;7;5;2020;17:45;1;33;33063;2;3;1;1;RUE DES GENERAUX D/UCHE / RUE PIERRE TREBOD;44,8566100; -0,5827800
202000001406;20;5;2020;18:35;1;75;75119;2;1;1;2;RUE DE CRIMEE;48,8774950;2,3918970
202000001407;20;5;2020;16:45;1;75;75119;2;1;1;3;QUAI DE L OISE;48,8894960;2,3811310
202000001408;20;5;2020;17:05;1;75;75119;2;1;1;6;BOULEVARD MACDONALD;48,8988720;2,3793240
202000001410;20;5;2020;14:50;1;75;75117;2;2;1;3;PLACE DU BRESIL;48,8842550;2,3026880
202000001428;18;9;2020;15:05;1;83;83129;2;1;1;6;DE GAULLE (PROMENADE CHARLES);43,1099000;5,8128100
202000001429;11;9;2020;08:15;1;83;83129;2;9;1;3;STADE (RUE DU) NÂ° IMPAIRS;43,0951750;5,8447600
202000001431;19;9;2020;00:40;5;76;76540;2;1;1;3;RENARD. RUE DU;49,4516700;1,0695400
202000001434;19;9;2020;22:00;5;69;69266;2;2;1;3;EDOUARD VAILLANT      (Rue);45,7752200;4,8802400
202000001440;19;9;2020;13:00;1;51;51454;2;1;1;3;Rue NoÃ«l;49,2576050;4,0277438
202000001441;18;9;2020;17:05;1;51;51108;2;2;1;3;Rue Jean JaurÃ¨s;48,9542840;4,3508828
202000001447;18;9;2020;18:50;1;17;17306;2;1;1;3;TARTANE (DE LA);45,6190300; -1,0305700
202000001451;18;9;2020;11:50;1;10;10387;2;1;1;2;PIERRE BROSSOLETTE AVENUE;48,2925640;4,0741280
202000001454;18;9;2020;23:55;5;75;75105;2;4;1;3;RUE BUFFON;48,8431860;2,3641580
202000001467;18;9;2020;23:40;5;94;94080;2;1;1;2;MINIMES (AV DES);48,8416000;2,4298000
202000001468;19;9;2020;15:30;1;94;94068;2;2;1;3;GUYNEMER (AV);48,7890801;2,4860622
202000001473;18;9;2020;23:15;5;94;94041;2;3;1;1;GASTON PICARD (R);48,8105010;2,3759500
202000001481;19;9;2020;19:15;2;93;93027;2;1;3;3;VAILLANT-COUTURIER (AVENUE PAUL);48,9265300;2,4167500
202000001484;19;9;2020;20:25;5;92;92075;2;4;2;3;PASTEUR (AVENUE);48,8238580;2,2929930
202000001503;19;9;2020;13:50;1;57;57617;2;3;1;3;Rue du Reverend Pere Vincent;48,9291360;6,2413390
202000001547;20;9;2020;10:45;1;77;77257;1;3;1;-1;D147;49,0438180;3,0209180
202000001549;19;9;2020;20:30;3;34;34311;1;1;3;6;Route Nationale 9;43,4437900;3,3986590
202000001586;18;9;2020;08:10;1;69;69384;2;1;1;2;PHILIPPE DE LASSALLE                (R );45,7836025;4,8208180
202000001598;17;9;2020;22:05;5;80;80021;2;3;1;1;VULFRAN WARME (RUE);49,8888200;2,3069700
202000001611;23;6;2020;10:40;1;45;45234;2;2;1;1;Boulevard de Chateaudun - rue des murlins;47,9141193;1,8957877
202000001614;19;6;2020;17:00;1;34;34032;2;2;1;3;MISTRAL FREDERIC (BD);43,3449000;3,2199600
202000001622;23;6;2020;08:00;1;28;28085;1;3;1;3;FRESNAY (RUE DE);48,4630900;1,4727500
202000001640;23;6;2020;11:45;1;75;75120;2;1;1;3;RUE REYNALDO HAHN;48,8502660;2,4120930
202000001646;23;6;2020;15:05;1;75;75115;2;2;1;3;RUE BRANCION;48,8321270;2,3029810
202000001648;22;6;2020;18:48;1;75;75115;2;2;1;3;RUE DE L ARRIVEE;48,8441840;2,3229010
202000001652;23;6;2020;20:20;1;75;75111;2;2;1;3;AVENUE DE LA REPUBLIQUE;48,8663430;2,3688530
202000001655;22;6;2020;10:15;1;75;75104;2;2;1;3;QUAI DU MARCHE NEUF;48,8543440;2,3449120
202000001656;23;6;2020;21:30;1;75;75108;2;2;1;3;RUE LA BOETIE;48,8736920;2,3144690
202000001668;22;6;2020;18:50;1;94;94019;2;6;1;3;ARISTIDE BRIAND (R);48,7990310;2,5340390
202000001673;22;6;2020;23:45;5;93;93048;2;1;1;1;PARIS (RUE DE);48,8556356;2,4225549
202000001675;22;6;2020;17:30;1;93;93031;2;6;1;1;JOFFRE (AVENUE);48,9616381;2,2949499
202000001686;24;6;2020;07:45;1;974;97404;1;1;1;1;Avenue Octave BÃ©nard; -21,2766430;55,3375610
202000001690;24;6;2020;09:05;1;56;56017;1;2;1;6;Rue Pierre Guillemot;47,8737960; -2,7678730
202000001701;23;6;2020;13:00;1;14;14230;1;1;1;2;D16;49,2513390;0,1040560
202000001718;24;6;2020;06:15;1;67;67295;1;1;7;2;RD62;48,3926240;7,4541700
202000001720;23;6;2020;17:30;1;42;42147;2;6;1;3;Rue de Beauregard;45,6091250;4,0548670
202000001724;23;6;2020;14:10;1;09;09268;1;6;7;3;route de toulouse;43,0051920;1,1269570
202000001758;19;6;2020;18:22;1;87;87085;2;1;1;6;POMPIDOU (AVENUE GEORGES);45,8191400;1,2651600
202000001763;6;5;2020;13:55;1;78;78545;2;3;1;3;JAURES (AVENUE JEAN );48,7997980;2,0674120
202000001770;20;6;2020;15:30;1;67;67482;2;1;1;1;PECHEURS (QUAI DES);48,5834270;7,7581260
202000001773;21;6;2020;12:10;1;64;64102;2;1;1;7;RESPLANDY (AVENUE DU CAPITAINE);43,4898000; -1,4672000
202000001783;22;6;2020;08:30;1;45;45234;2;3;1;3;Quai du Chatelet;47,8979140;1,9071380
202000001785;22;6;2020;17:30;1;33;33069;1;3;1;2;AVE DE TIVOLI / AVE D'AQUITAINE;44,8734400; -0,6000200
202000001791;21;6;2020;09:56;1;32;32013;1;1;1;7;TOULOUSE (ROUTE DE);43,6574000;0,6278000
202000001793;21;6;2020;13:45;1;31;31149;2;1;1;3;RP GALILEE;43,6094300;1,3079000
202000001809;17;10;2020;09:10;1;13;13028;2;1;1;3;DULAC (AVENUE GUILLAUME);43,1866900;5,6080700
202000001816;18;10;2020;17:15;1;75;75114;2;2;1;3;RUE VERCINGETORIX;48,8343560;2,3136420
202000001876;17;10;2020;16:20;1;988;98818;2;3;1;3;PROMENADE ROGER LAROQUE; -22,3075500;166,4501600
202000001878;17;10;2020;14:35;2;974;97407;2;1;1;3;Rue Amilcar Cabral; -20,9463600;55,2995100
202000001893;16;10;2020;16:09;1;67;67462;2;2;1;3;GENERAL DE GAULLE (PLACE DU);48,2595620;7,4464710
202000001895;17;10;2020;10:30;1;64;64445;2;1;1;-1;JEAN JACQUES DE MONAIX;43,3029000; -0,3589000
202000001934;25;8;2020;08:00;1;13;13109;2;2;1;3;Avenue Paul Julien;43,5110320;5,4869570
202000001935;24;8;2020;09:20;1;70;70310;2;1;1;3;Route de Belfort;47,6750220;6,5188840
202000001938;17;10;2020;11:50;1;75;75112;2;2;1;3;AVENUE DE LA PORTE DE CHARENTON;48,8317040;2,3978960
202000001941;16;10;2020;21:30;5;75;75108;2;2;1;7;BOULEVARD MALESHERBES;48,8794360;2,3142650
202000001945;24;6;2020;15:30;1;73;73179;2;3;1;3;Residence Sainte Anne;45,5975712;5,8753155
202000001955;16;10;2020;19:20;5;94;94058;2;4;1;1;LAMARTINE (AV);48,8508160;2,4970320
202000001964;3;2;2020;18:20;5;51;51172;2;1;2;1;Rue de Picardie;49,2238849;4,0411897
202000001971;3;2;2020;21:40;3;44;44109;2;1;2;3;Quai Malakoff;47,2142600; -1,5407100
202000001982;3;2;2020;08:50;1;37;37261;2;1;2;7;MAGINOT (AV. ANDRE);47,4134312;0,6864742
202000001992;3;2;2020;09:30;1;35;35051;2;3;1;3;PARIS (RUE DE);48,1142490; -1,6073720
202000001998;18;10;2020;11:27;1;54;54109;1;1;1;3;D913;48,5173932;6,1556321
202000001999;17;10;2020;10:15;1;51;51649;2;6;1;2;Grande Rue de Vaux;48,7286085;4,5870305
202000002001;18;10;2020;12:00;1;17;17010;2;6;1;3;8 Avenue de Chatelaillon;46,1010900; -1,0986396
202000002010;31;1;2020;23:55;5;31;31555;2;1;1;3;FITTE (ALL CHARLES DE) DU 39AU 109;43,6005100;1,4287600
202000002028;18;10;2020;11:17;1;80;80722;1;1;1;2;D12;49,9584260;2,2259760
202000002064;17;10;2020;14:05;1;14;14743;1;1;1;7;D49;49,1597130; -0,0106220
202000002065;2;2;2020;19:20;5;75;75117;2;1;2;2;RUE DE COURCELLES;48,8889940;2,2933610
202000002075;23;8;2020;11:55;1;75;75120;2;2;1;3;RUE DES VIGNOLES;48,8540530;2,3999330
202000002078;23;8;2020;15:35;1;75;75119;2;1;1;6;AVENUE JEAN JAURES;48,8886440;2,3925520
202000002081;3;2;2020;10:05;1;75;75113;2;1;1;3;BOULEVARD DU GENERAL JEAN SIMON;48,8270300;2,3854700
202000002086;3;2;2020;22:30;5;75;75111;2;1;3;3;BOULEVARD DE MENILMONTANT;48,8635920;2,3864560
202000002087;23;8;2020;15:40;1;75;75112;2;3;1;3;AVENUE DAUMESNIL;48,8442300;2,3816910
202000002092;15;10;2020;16:30;1;83;83071;2;1;1;6;Avenue Rouget de Lisle;43,1360910;6,2289420
202000002093;3;2;2020;09:30;1;75;75111;2;1;8;3;RUE FROMENT;48,8569690;2,3730050
202000002104;23;8;2020;17:45;1;94;94081;2;1;1;3;CARRIERES (R DES);48,7994910;2,3894680
202000002107;17;10;2020;18:05;1;01;01313;2;6;1;3;D35b;46,2545410;6,0806540
202000002135;22;8;2020;15:05;1;68;68315;1;1;1;3;D431;47,8914560;7,1127890
202000002156;4;2;2020;13:10;1;56;56078;1;6;8;3;Z.A. Pen ManÃ© (ArrÃªt de bus);47,8070260; -3,4640350
202000002161;2;2;2020;11:55;1;31;31351;1;1;1;3;Route de Mondonville;43,6771990;1,3064070
202000002162;23;8;2020;16:53;1;22;22194;2;1;1;3;rue des Ãcoles;48,6517540; -3,6319620
202000002175;3;2;2020;18:15;5;02;02173;2;6;3;3;94 Rue Anciens Combattants Afn Tom;49,6278920;3,2363100
202000002203;23;8;2020;09:17;1;987;98725;1;1;1;5;Ahonu; -17,5625910; -149,4760510
202000002237;23;8;2020;17:20;1;38;38061;1;1;1;6;Rue de la Charriere;45,3356650;5,6220070
202000002242;14;8;2020;15:00;1;69;69163;2;1;1;3;Route du Grand Veissieux;45,9210800;4,7557280
202000002264;2;2;2020;16:20;1;64;64024;2;1;1;2;SOURCES (PROMENADE DES);43,4971400; -1,5431200
202000002310;22;8;2020;09:39;1;74;74010;2;2;1;3;JEAN JAURES;45,9036350;6,1273700
202000002317;21;8;2020;13:15;1;35;35238;2;6;1;1;COLLIN (RENE);48,1326114; -1,6902306
202000002320;22;8;2020;11:30;1;33;33009;2;1;1;6;MESTREZAT (BD);44,6519700; -1,1476400
202000002337;22;8;2020;17:45;1;75;75120;2;1;1;3;AVENUE GAMBETTA;48,8633070;2,3890160
202000002339;19;7;2020;15:48;1;91;91477;2;1;7;4;EMILE BAUDOT (RUE);48,7211000;2,2612000
202000002352;22;7;2020;21:00;5;67;67043;2;1;1;1;DIGUE (CHEMIN DE LA);48,6137475;7,7625997
202000002354;23;7;2020;15:50;1;64;64445;2;1;1;3;124 Boulevard Tourasse;43,3113100; -0,3652700
202000002355;22;7;2020;17:15;1;64;64102;2;1;1;3;Boulevard du Bab;43,4970960; -1,4877600
202000002359;23;7;2020;16:20;1;59;59350;2;9;1;3;CHASSEURS DE DRIANT PLACE DES;50,6182493;3,0329293
202000002360;19;7;2020;17:20;1;59;59360;2;9;1;1;CHEVALIER DE L'ESPINARD RUE;50,6142400;3,0275300
202000002363;20;7;2020;12:10;1;50;50129;2;1;1;3;MILLET (AVENUE JEAN-FRANCOIS);49,6337700; -1,6182900
202000002365;7;7;2020;11:39;1;44;44184;2;1;1;3;BROODCOORENS (RUE) DU 124 AU 176 - DU 11;47,2655500; -2,2515400
202000002369;23;7;2020;22:00;5;37;37261;2;1;1;-1;MIRABEAU (PONT);47,4004291;0,7008188
202000002378;23;7;2020;21:05;2;33;33009;2;1;1;7;OCEAN (BD DE L'.);44,6602300; -1,1907700
202000002384;23;7;2020;18:10;1;17;17300;2;1;1;7;REPUBLIQUE   BOULEVARD DE LA;46,1383000; -1,1532000
202000002390;22;7;2020;19:50;1;13;13028;2;2;1;-1;SANDRAL (AVENUE MAURICE );43,1693030;5,6035690
202000002400;22;7;2020;18:45;1;75;75112;2;1;1;2;RUE TRAVERSIERE;48,8495980;2,3750900
202000002407;22;7;2020;21:45;5;75;75111;2;1;1;3;BOULEVARD DE CHARONNE;48,8572180;2,3928600
202000002408;23;7;2020;16:30;1;75;75109;2;1;1;3;BOULEVARD DE ROCHECHOUART;48,8834810;2,3483250
202000002414;23;7;2020;17:00;1;75;75103;2;2;1;3;BOULEVARD DE SEBASTOPOL;48,8662330;2,3525340
202000002420;23;7;2020;18:20;1;94;94054;2;2;1;3;VICTOIRE (AV DE LA);48,7451000;2,3887000
202000002428;23;7;2020;15:30;1;92;92012;2;1;1;2;JEAN JAURES (BOULEVARD) 63/215 - 70/208;48,8383046;2,2408569
202000002441;23;7;2020;18:10;1;56;56178;2;3;1;3;Quai Niemen;48,0659310; -2,9683850
202000002447;23;7;2020;11:37;1;22;22232;1;6;1;3;D21;48,6414520; -2,8911420
202000002451;23;7;2020;09:15;1;02;02543;2;1;1;3;43 rue Jean de la fontaine;49,1697550;3,2619520
202000002462;24;7;2020;11:45;1;48;48089;1;3;1;3;D4;44,8444820;3,3632330
202000002467;24;7;2020;18:30;1;69;69143;2;1;1;3;53 Avenue Carnot;45,8863968;4,8315037
202000002481;23;7;2020;10:30;1;74;74160;1;1;7;3;1552 Route de la Grange;45,8600700;6,3528870
202000002502;4;2;2020;09:10;1;17;17291;2;1;1;6;MARE  RUE DU FIEF DE LA;46,1794500; -1,1286500
202000002503;29;1;2020;07:55;5;17;17291;2;1;2;3;EUROPE  AVENUE;46,1776900; -1,1168200
